"REF_DATE","GEO","DGUID","Supply and disposition","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-06","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","5728957.4","","","","1"
"2022-07","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","6662204.4","","","","1"
"2022-08","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","7757494.7","","","","1"
"2022-09","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","8744058.8","","","","1"
"2022-10","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","9154077.5","","","","1"
"2022-11","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","8924332.0","","","","1"
"2022-12","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","7457242.3","","","","1"
"2023-01","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","6446551.2","","","","1"
"2023-02","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","5553370.0","","","","1"
"2023-03","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","5216350.3","","","","1"
"2023-04","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","5479878.9","","","","1"
"2023-05","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","6491308.4","","","","1"
"2023-06","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","7300190.2","","","","1"
"2023-07","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","7853431.8","","","","1"
"2023-08","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","8274100.8","","","","1"
"2023-09","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","9339853.9","","","","1"
"2023-10","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","9385089.7","","","","1"
"2023-11","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","8732100.6","","","","1"
"2023-12","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","8618290.0","","","","1"
"2024-01","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","6360411.5","","","","1"
"2024-02","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","5856682.4","","","","1"
"2024-03","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","6400765.7","","","","1"
"2024-04","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","6740867.8","","","","1"
"2024-05","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","7417528.6","","","","1"
"2024-06","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","8034387.7","","","","1"
"2024-07","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","8089529.4","","","","1"
"2024-08","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","8366324.8","","","","1"
"2024-09","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","9055692.4","","","","1"
"2024-10","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","9417336.8","","","","1"
"2024-11","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","9225575.6","","","","1"
"2024-12","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","8236153.8","","","","1"
"2025-01","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","5385727.0","","","","1"
"2025-02","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","3626145.4","","","","1"
"2025-03","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","4128178.9","","","","1"
"2025-04","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","4396553.7","","","","1"
"2025-05","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","5684406.2","","","","1"
"2025-06","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","6329621.6","","","","1"
"2025-07","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","6710837.3","","","","1"
"2025-08","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","7708729.0","","","","1"
"2025-09","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","8577476.1","","","","1"
"2025-10","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","9191625.4","","","","1"
"2025-11","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","8559769.5","","","","1"
"2025-12","Ontario","2021A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","7330265.7","","","","1"
"2022-01","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","880325.0","","","","1"
"2022-02","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","552798.0","","","","1"
"2022-03","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","555223.0","","","","1"
"2022-04","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","419264.0","","","","1"
"2022-05","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","276895.0","","","","1"
"2022-06","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","148507.0","","","","1"
"2022-07","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","105515.0","","","","1"
"2022-08","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","79968.0","","","","1"
"2022-09","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","91219.0","","","","1"
"2022-10","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","148390.0","","","","1"
"2022-11","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","384533.0","","","","1"
"2022-12","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","674382.0","","","","1"
"2023-01","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","756284.0","","","","1"
"2023-02","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","560146.0","","","","1"
"2023-03","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","613189.0","","","","1"
"2023-04","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","440259.0","","","","1"
"2023-05","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","193206.0","","","","1"
"2023-06","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","104641.0","","","","1"
"2023-07","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","96605.0","","","","1"
"2023-08","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","83887.0","","","","1"
"2023-09","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","102788.0","","","","1"
"2023-10","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","187634.0","","","","1"
"2023-11","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","383118.0","","","","1"
"2023-12","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","483494.0","","","","1"
"2024-01","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","657647.0","","","","1"
"2024-02","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","610309.0","","","","1"
"2024-03","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","570145.0","","","","1"
"2024-04","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","403869.0","","","","1"
"2024-05","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","251403.0","","","","1"
"2024-06","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","158104.0","","","","1"
"2024-07","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","99078.0","","","","1"
"2024-08","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","85210.0","","","","1"
"2024-09","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","94782.0","","","","1"
"2024-10","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","179675.0","","","","1"
"2024-11","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","397706.0","","","","1"
"2024-12","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","587597.0","","","","1"
"2025-01","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","671041.0","","","","1"
"2025-02","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","693416.0","","","","1"
"2025-03","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","537934.0","","","","1"
"2025-04","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","380402.0","","","","1"
"2025-05","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","214743.0","","","","1"
"2025-06","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","124214.0","","","","1"
"2025-07","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","97037.0","","","","1"
"2025-08","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","90352.0","","","","1"
"2025-09","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","88117.0","","","","1"
"2025-10","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","179258.0","","","","1"
"2025-11","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","357478.0","","","","1"
"2025-12","Alberta","2021A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","613283.0","","","","1"
"2022-01","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5285244.0","","","","1"
"2022-02","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","4785294.0","","","","1"
"2022-03","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5271645.0","","","","1"
"2022-04","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","4746712.0","","","","1"
"2022-05","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","4876388.0","","","","1"
"2022-06","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","4485252.0","","","","1"
"2022-07","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","4835160.0","","","","1"
"2022-08","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5106784.0","","","","1"
"2022-09","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5001796.0","","","","1"
"2022-10","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5281182.0","","","","1"
"2022-11","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5388245.0","","","","1"
"2022-12","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5824239.0","","","","1"
"2023-01","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5586934.0","","","","1"
"2023-02","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5036347.0","","","","1"
"2023-03","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5587425.0","","","","1"
"2023-04","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","4975685.0","","","","1"
"2023-05","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5063183.0","","","","1"
"2023-06","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","4922169.0","","","","1"
"2023-07","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5454249.0","","","","1"
"2023-08","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5538619.0","","","","1"
"2023-09","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5133937.0","","","","1"
"2023-10","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5492152.0","","","","1"
"2023-11","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5564509.0","","","","1"
"2023-12","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5780038.0","","","","1"
"2024-01","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5987736.0","","","","1"
"2024-02","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5475733.0","","","","1"
"2024-03","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5961401.0","","","","1"
"2024-04","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5341968.0","","","","1"
"2024-05","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5292621.0","","","","1"
"2024-06","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5096082.0","","","","1"
"2024-07","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5603202.0","","","","1"
"2024-08","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5550343.0","","","","1"
"2024-09","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5014038.0","","","","1"
"2024-10","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5513329.0","","","","1"
"2024-11","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5691307.0","","","","1"
"2024-12","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5904847.0","","","","1"
"2025-01","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5994488.0","","","","1"
"2025-02","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5541589.0","","","","1"
"2025-03","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5972504.0","","","","1"
"2025-04","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5086744.0","","","","1"
"2025-05","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5023771.0","","","","1"
"2025-06","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5277829.0","","","","1"
"2025-07","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5548900.0","","","","1"
"2025-08","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5522312.0","","","","1"
"2025-09","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5115921.0","","","","1"
"2025-10","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5461553.0","","","","1"
"2025-11","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","5560510.0","","","","1"
"2025-12","Alberta","2021A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","6071600.0","","","","1"
"2022-01","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","703794.0","","","","1"
"2022-02","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","491567.0","","","","1"
"2022-03","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","500942.0","","","","1"
"2022-04","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","388646.0","","","","1"
"2022-05","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","256876.0","","","","1"
"2022-06","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","148351.0","","","","1"
"2022-07","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","114204.0","","","","1"
"2022-08","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","80964.0","","","","1"
"2022-09","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","108033.0","","","","1"
"2022-10","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","152602.0","","","","1"
"2022-11","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","347531.0","","","","1"
"2022-12","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","592274.0","","","","1"
"2023-01","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","638728.0","","","","1"
"2023-02","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","484461.0","","","","1"
"2023-03","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","562304.0","","","","1"
"2023-04","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","395685.0","","","","1"
"2023-05","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","191375.0","","","","1"
"2023-06","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","115467.0","","","","1"
"2023-07","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","84168.0","","","","1"
"2023-08","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","87561.0","","","","1"
"2023-09","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","110604.0","","","","1"
"2023-10","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","184495.0","","","","1"
"2023-11","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","359195.0","","","","1"
"2023-12","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","414604.0","","","","1"
"2024-01","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","570481.0","","","","1"
"2024-02","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","511238.0","","","","1"
"2024-03","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","488768.0","","","","1"
"2024-04","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","370748.0","","","","1"
"2024-05","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","249962.0","","","","1"
"2024-06","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","150384.0","","","","1"
"2024-07","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","94715.0","","","","1"
"2024-08","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","85004.0","","","","1"
"2024-09","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","101768.0","","","","1"
"2024-10","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","177406.0","","","","1"
"2024-11","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","350956.0","","","","1"
"2024-12","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","503651.0","","","","1"
"2025-01","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","574270.0","","","","1"
"2025-02","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","593878.0","","","","1"
"2025-03","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","459187.0","","","","1"
"2025-04","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","353055.0","","","","1"
"2025-05","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","218843.0","","","","1"
"2025-06","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","120525.0","","","","1"
"2025-07","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","103463.0","","","","1"
"2025-08","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","77695.0","","","","1"
"2025-09","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","89364.0","","","","1"
"2025-10","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","182069.0","","","","1"
"2025-11","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","317964.0","","","","1"
"2025-12","Alberta","2021A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","511342.0","","","","1"
"2022-01","Alberta","2021A000248","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638576","10.7.1","41790.0","","","","1"
"2022-02","Alberta","2021A000248","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638576","10.7.1","42614.0","","","","1"
"2022-03","Alberta","2021A000248","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638576","10.7.1","43923.0","","","","1"
"2022-04","Alberta","2021A000248","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638576","10.7.1","97909.0","","","","1"
"2022-05","Alberta","2021A000248","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638576","10.7.1","104654.0","","","","1"
"2022-06","Alberta","2021A000248","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638576","10.7.1","98501.0","","","","1"
"2022-07","Alberta","2021A000248","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638576","10.7.1","101303.0","","","","1"
"2022-08","Alberta","2021A000248","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638576","10.7.1","114911.0","","","","1"
"2022-09","Alberta","2021A000248","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638576","10.7.1","97946.0","","","","1"
"2022-10","Alberta","2021A000248","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638576","10.7.1","69663.0","","","","1"
"2022-11","Alberta","2021A000248","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638576","10.7.1","67649.0","","","","1"
"2022-12","Alberta","2021A000248","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638576","10.7.1","95605.0","","","","1"
"2023-01","Alberta","2021A000248","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638576","10.7.1","99072.0","","","","1"
"2023-02","Alberta","2021A000248","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638576","10.7.1","58611.0","","","","1"
"2023-03","Alberta","2021A000248","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638576","10.7.1","83463.0","","","","1"
